FW,1024,2.1495
FW,1024,1.1273
FW,1024,0.6647
FW,1024,0.3823
FW,1024,0.3341
FW,1024,0.2213
FW,1024,0.4312
FW,2048,18.5107
FW,2048,8.5697
FW,2048,4.6145
FW,2048,2.4934
FW,2048,1.5720
FW,2048,1.4103
FW,2048,0.8121
FW,4096,143.4206
FW,4096,76.5996
FW,4096,39.0875
FW,4096,24.3240
FW,4096,18.4082
FW,4096,46.6913
FW,4096,20.6343
